order_id,product_name,phone,order_date,order_time,payment_mode,amount
102050,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
102051,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
102052,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
102053,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
102054,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
102055,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
102056,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
102057,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
102058,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
102059,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
102060,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
102061,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
102062,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
102063,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
102064,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
102065,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
102066,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
102067,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
102068,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
102069,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
102070,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
102071,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
102072,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
102073,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
102074,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
102075,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
102076,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
102077,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
102078,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
102079,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
102080,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
102081,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
102082,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
102083,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
102084,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
102085,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
102086,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
102087,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
102088,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
102089,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
102090,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
102091,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
102092,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
102093,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
102094,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
102095,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
102096,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
102097,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
102098,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
102099,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
102100,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
102101,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
102102,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
102103,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
102104,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
102105,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
102106,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
102107,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
102108,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
102109,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
102110,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
102111,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
102112,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
102113,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
102114,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
102115,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
102116,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
102117,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
102118,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
102119,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
102120,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
102121,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
102122,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
102123,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
102124,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
102125,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
102126,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
102127,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
102128,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
102129,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
102130,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
102131,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
102132,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
102133,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
102134,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
102135,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
102136,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
102137,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
102138,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
102139,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
102140,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
102141,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
102142,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
102143,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
102144,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
102145,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
102146,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
102147,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
102148,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
102149,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
102150,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
102151,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
102152,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
102153,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
102154,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
102155,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
102156,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
102157,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
102158,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
102159,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
102160,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
102161,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
102162,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
102163,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
102164,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
102165,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
102166,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
102167,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
102168,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
102169,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
102170,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
102171,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
102172,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
102173,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
102174,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
102175,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
102176,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
102177,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
102178,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
102179,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
102180,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
102181,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
102182,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
102183,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
102184,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
102185,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
102186,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
102187,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
102188,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
102189,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
102190,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
102191,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
102192,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
102193,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
102194,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
102195,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
102196,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
102197,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
102198,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
102199,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
102200,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
102201,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
102202,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
102203,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
102204,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
102205,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
102206,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
102207,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
102208,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
102209,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
102210,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
102211,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
102212,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
102213,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
102214,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
102215,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
102216,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
102217,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
102218,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
102219,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
102220,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
102221,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
102222,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
102223,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
102224,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
102225,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
102226,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
102227,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
102228,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
102229,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
102230,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
102231,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
102232,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
102233,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
102234,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
102235,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
102236,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
102237,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
102238,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
102239,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
102240,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
102241,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
102242,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
102243,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
102244,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
102245,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
102246,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
102247,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
102248,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
102249,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
102250,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
102251,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
102252,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
102253,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
102254,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
102255,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
102256,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
102257,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
102258,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
102259,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
102260,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
102261,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
102262,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
102263,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
102264,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
102265,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
102266,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
102267,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
102268,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
102269,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
102270,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
102271,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
102272,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
102273,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
102274,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
102275,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
102276,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
102277,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
102278,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
102279,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
102280,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
102281,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
102282,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
102283,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
102284,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
102285,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
102286,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
102287,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
102288,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
102289,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
102290,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
102291,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
102292,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
102293,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
102294,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
102295,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
102296,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
102297,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
102298,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
102299,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
102300,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
102301,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
102302,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
102303,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
102304,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
102305,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
102306,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
102307,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
102308,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
102309,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
102310,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
102311,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
102312,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
102313,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
102314,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
102315,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
102316,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
102317,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
102318,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
102319,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
102320,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
102321,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
102322,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
102323,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
102324,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
102325,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
102326,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
102327,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
102328,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
102329,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
102330,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
102331,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
102332,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
102333,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
102334,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
102335,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
102336,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
102337,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
102338,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
102339,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
102340,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
102341,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
102342,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
102343,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
102344,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
102345,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
102346,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
102347,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
102348,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
102349,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
102350,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
102351,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
102352,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
102353,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
102354,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
102355,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
102356,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
102357,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
102358,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
102359,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
102360,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
102361,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
102362,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
102363,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
102364,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
102365,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
102366,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
102367,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
102368,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
102369,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
102370,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
102371,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
102372,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
102373,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
102374,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
102375,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
102376,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
102377,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
102378,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
102379,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
102380,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
102381,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
102382,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
102383,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
102384,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
102385,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
102386,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
102387,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
102388,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
102389,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
102390,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
102391,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
102392,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
102393,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
102394,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
102395,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
102396,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
102397,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
102398,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
102399,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
102400,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
102401,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
102402,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
102403,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
102404,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
102405,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
102406,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
102407,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
102408,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
102409,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
102410,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
102411,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
102412,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
102413,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
102414,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
102415,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
102416,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
102417,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
102418,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
102419,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
102420,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
102421,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
102422,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
102423,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
102424,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
102425,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
102426,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
102427,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
102428,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
102429,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
102430,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
102431,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
102432,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
102433,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
102434,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
102435,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
102436,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
102437,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
102438,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
102439,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
102440,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
102441,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
102442,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
102443,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
102444,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
102445,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
102446,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
102447,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
102448,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
102449,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
102450,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
102451,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
102452,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
102453,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
102454,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
102455,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
102456,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
102457,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
102458,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
102459,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
102460,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
102461,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
102462,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
102463,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
102464,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
102465,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
